145,AA-222-LAX-BOS,7:31 AM,3:14 PM
1138,UA-3373-IAD-PHL,8:37 AM,9:13 AM
1141,UA-3373-IAD-PHL,8:26 PM,9:13 AM
2064,AA-85-JFK-SFO,3:09 PM,6:43 PM
825,AA-3823-LAX-DEN,9:06 PM,11:49 PM
486,AA-1279-DFW-PHX,2:04 PM,3:13 PM
1601,AA-4344-ORD-DTW,12:14 PM,2:01 PM
1701,AA-3786-IAH-ORD,4:12 PM,6:09 PM
261,UA-1500-IAH-GUA,,
1521,AA-400-DFW-JFK,11:02 AM,2:58 PM
1355,AA-2312-DFW-DTW,8:29 PM,11:35 PM
1350,AA-3809-PHX-LAX,,
183,AA-3468-CVG-MIA,7:25 AM,9:45 AM
1401,AA-1165-JFK-MIA,7:23 AM,9:45 AM
1091,UA-414-LAX-SFO,6:10 AM,7:04 AM
158,AA-222-LAX-BOS,,
1213,CO-16-LAX-EWR,,
2009,AA-431-MIA-SFO,8:52 AM,11:44 AM
944,AA-4198-ORD-CLE,10:55 AM,12:37 PM
1991,AA-3-JFK-LAX,12:12 PM,3:09 PM
334,UA-3050-PHX-CLT,11:30 AM,5:05 PM
2255,UA-2704-DTW-PHX,11:47 AM,1:52 PM
1201,AA-1664-MIA-ATL,10:19 AM,11:50 AM
50,AA-649-ORD-SNA,1:41 PM,3:29 PM
1676,CO-45-EWR-MIA,3:58 PM,6:36 PM
880,AA-3804-PHL-ORD,2:44 PM,3:36 PM
68,AA-649-ORD-SNA,,
718,AA-2050-ORD-MIA,11:06 AM,2:39 PM
1183,AA-1664-MIA-ATL,10:18 AM,11:56 AM
1797,AA-404-MIA-MCO,6:58 AM,7:37 AM
1499,AA-1434-DFW-MCO,7:21 AM,10:29 AM
2091,AA-4307-ORD-DTW,6:40 PM,8:53 PM
137,AA-222-LAX-BOS,7:32 AM,3:12 PM
230,AA-518-MIA-JFK,6:54 AM,9:28 AM
2050,AA-85-JFK-SFO,3:36 PM,6:30 PM
2301,AA-1733-ORD-PHX,7:59 PM,
407,CO-1023-IAH-DEN,12:06 PM,1:14 PM
2322,CO-1090-BOS-IAH,,
1273,CO-1694-LAX-IAH,,
2303,AA-1733-ORD-PHX,7:59 PM,
1278,CO-1694-LAX-IAH,7:15 PM,12:21 AM
2304,AA-1733-ORD-PHX,7:59 PM,
878,AA-3804-PHL-ORD,2:44 PM,3:36 PM
412,CO-1023-IAH-DEN,11:56 AM,1:14 PM
2095,AA-4307-ORD-DTW,6:40 PM,8:53 PM
2131,AA-204-LAX-MCO,11:57 PM,6:55 AM
1659,AA-446-DFW-PHL,11:54 AM,4:09 PM
1059,AA-1221-MCO-ORD,,
1683,CO-45-EWR-MIA,4:15 PM,6:36 PM
1522,AA-400-DFW-JFK,11:02 AM,2:58 PM
1216,CO-16-LAX-EWR,10:20 AM,6:34 PM
1899,UA-3515-IAD-MSP,8:26 AM,9:56 AM
572,UA-2830-MCO-CLT,,Dec 01 - Contact Airline
362,UA-3099-PHX-PHL,11:55 AM,6:17 PM
1861,UA-858-PVG-SFO,12:45 AM,7:58 AM
1247,AA-484-DFW-MIA,4:30 PM,7:39 PM
2148,AA-204-LAX-MCO,,6:50 AM
1906,UA-3515-IAD-MSP,8:26 AM,9:54 AM
1135,UA-3373-IAD-PHL,8:37 AM,9:13 AM
1894,UA-3515-IAD-MSP,8:12 AM,9:56 AM
2445,CO-52-IAH-LAX,7:56 AM,9:09 AM
1795,AA-404-MIA-MCO,6:57 AM,7:40 AM
2000,AA-431-MIA-SFO,8:51 AM,11:33 AM
2420,AA-1886-BOS-MIA,10:55 AM,1:40 PM
829,AA-3823-LAX-DEN,,
949,AA-4198-ORD-CLE,10:54 AM,12:50 PM
849,AA-2957-DFW-CVG,8:04 AM,11:01 AM
281,AA-1640-MIA-MCO,6:30 PM,7:25 PM
