,0
"Bertram Lud&#228;scher, Amarnath Gupta, Maryann E. Martone",1
Metadata in video databases,2
"Narain H. Gehani, H. V. Jagadish, William D. Roome",3
State of the art in workflow management research and products,4
"Philip A. Bernstein, Yannis Ioannidis, Raghu Ramakrishnan",5
Mining Multi-Dimensional Constrained Gradients in Data Cubes,6
"Christoph Bussler, Dieter Fensel, Alexander Maedche",7
Repository system engineering,8
Hugh Darwen,9
"Francesco Caruso, Munir Cochinwala, Uma Ganapathy, Gail Lalk, Paolo Missier",10
Characterization of database access pattern for analytic prediction of buffer hit probability,11
Evaluating Top-k Selection Queries,12
Karl Aberer,13
A scalable hash ripple join algorithm,14
Control strategies for complex relational query processing in shared nothing systems,15
AJAX: an extensible data cleaning tool,16
Information integration on the Web: a view from AI and databases (report on IIWeb-03),17
SIGMOD challenges paper: database issues in telecommunications network management,18
"Peter Buneman, Wenfei Fan, J&#233;r&#244;me Sim&#233;on, Scott Weinstein",19
"Debabrata Dey, Terence M. Barron, Veda C. Storey",20
Temporal Integrity Constraints with Indeterminacy,21
Intelligent Rollups in Multidimensional OLAP Data,22
Buffering and Read-Ahead Strategies for External Mergesort,23
"Elisa Bertino, Silvana Castano, Elena Ferrari",24
Designing and mining multi-terabyte astronomy archives: the Sloan Digital Sky Survey,25
Ordered shared locks for real-time databases,26
Scalable Techniques for Mining Causal Structures,27
Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,28
"Joan Peckham, Bonnie MacKellar, Michael Doherty",29
Containment join size estimation: models and methods,30
Loading a Cache with Query Results,31
DBMiner: interactive mining of multiple-level knowledge in relational databases,32
LORE: a Lightweight Object REpository for semistructured data,33
"Hector Garcia-Molina speaks out: regarding startups, how life is getting harder, delta papers, CS in Mexico, life as a department chair, and more",34
"Eui-Hong Han, George Karypis, Vipin Kumar",35
"Jack A. Orenstein, D. N. Kamber",36
"T. Catarci, G. Santucci, J. Cardiff",37
 ,38
PREDATOR: an OR-DBMS with enhanced data types,39
"Kaushik Chakrabarti, Eamonn Keogh, Sharad Mehrotra, Michael Pazzani",40
"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",41
Effective Memory Use in a Media Server,42
Checking the temporal integrity of interactive multimedia documents,43
Pillip A. Bernstein,44
On views and XML,45
"Radek Vingralek, Yuri Breitbart, Gerhard Weikum",46
Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,47
"Marjorie Templeton, Herbert Henley, Edward Maros, Darrel J. Van Buer",48
"Alexandros Labrinidis, Alberto O. Mendelzon",49
"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",50
"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",51
Semantic B2B integration,52
QBI: query by icons,53
"PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance",54
"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",55
"Willem Jonker, Heribert Sch&#252;tz",56
