Never-married,Not-in-family,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Separated,Not-in-family,United-States,LessThan50K
Never-married,Not-in-family,United-States,MoreThan50K
Married-civ-spouse,Husband,United-States,MoreThan50K
Never-married,Own-child,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Never-married,Own-child,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Divorced,Unmarried,United-States,LessThan50K
Separated,Unmarried,United-States,LessThan50K
Never-married,Unmarried,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Never-married,Unmarried,United-States,LessThan50K
Never-married,Own-child,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Never-married,Own-child,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,MoreThan50K
Never-married,Own-child,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
Married-civ-spouse,Wife,Mexico,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Never-married,Not-in-family,Philippines,LessThan50K
Never-married,Own-child,United-States,LessThan50K
Widowed,Unmarried,United-States,MoreThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,MoreThan50K
Divorced,Not-in-family,United-States,MoreThan50K
Never-married,Own-child,United-States,LessThan50K
Divorced,Not-in-family,United-States,LessThan50K
Never-married,Own-child,United-States,LessThan50K
Never-married,Not-in-family,El-Salvador,LessThan50K
Married-civ-spouse,Husband,Cuba,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Never-married,Own-child,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,LessThan50K
Married-civ-spouse,Other-relative,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,MoreThan50K
Never-married,Other-relative,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
Divorced,Other-relative,United-States,LessThan50K
Never-married,Own-child,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Never-married,Not-in-family,United-States,MoreThan50K
Married-civ-spouse,Husband,Mexico,LessThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
Never-married,Own-child,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Never-married,Not-in-family,United-States,LessThan50K
Divorced,Unmarried,United-States,LessThan50K
Divorced,Not-in-family,United-States,LessThan50K
Married-civ-spouse,Husband,United-States,MoreThan50K
Never-married,Own-child,United-States,LessThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
Married-civ-spouse,Husband,United-States,MoreThan50K
Married-civ-spouse,Wife,United-States,MoreThan50K
